id,carat,cut,color,clarity,depth,table,price,x,y,z
19192,1.71,Very Good,J,VS2,62.6,55.0,9170,7.58,7.65,4.77
19193,2.01,Very Good,I,SI1,64.1,57.0,15145,7.89,7.94,5.07
19194,1.32,Very Good,G,SI2,62.9,57.0,6294,6.94,6.98,4.38
19195,1.28,Premium,H,SI1,59.9,59.0,6580,7.05,7.08,4.23
19196,0.57,Ideal,I,SI1,61.6,54.0,1113,5.36,5.38,3.31
19197,0.42,Ideal,G,VS1,61.9,56.0,984,4.82,4.77,2.97
19198,0.57,Ideal,G,I1,59.5,57.0,1019,5.46,5.42,3.24
19199,1.02,Very Good,H,VS2,62.5,56.0,5217,6.42,6.45,4.02
19200,1.0,Ideal,I,SI1,59.8,57.0,4200,6.5,6.44,3.87
19201,0.51,Very Good,E,VVS2,61.8,56.0,2320,5.13,5.16,3.18
19202,0.31,Premium,F,VS2,59.4,58.0,583,4.37,4.45,2.62
19203,0.71,Ideal,D,VS2,61.5,55.0,3299,5.75,5.79,3.55
19204,0.32,Very Good,G,VS1,61.7,55.0,645,4.37,4.41,2.71
19205,0.26,Very Good,D,VS2,60.8,59.0,403,4.13,4.16,2.52
19206,0.52,Ideal,F,VS2,61.3,56.0,1451,5.14,5.2,3.17
19207,1.23,Very Good,F,VS1,59.1,58.0,9694,7.06,7.09,4.18
19208,1.01,Ideal,E,VS2,61.4,57.0,6956,6.44,6.5,3.97
19209,0.38,Ideal,D,VS1,62.3,54.0,983,4.64,4.7,2.9
19210,1.27,Premium,I,VS2,62.6,59.0,6116,6.95,6.86,4.32
19211,1.14,Very Good,H,SI1,59.2,58.0,4890,6.8,6.86,4.04
19212,0.93,Ideal,E,SI1,61.9,55.0,4511,6.26,6.31,3.89
19213,0.54,Premium,J,VVS2,58.2,62.0,1229,5.37,5.31,3.11
19214,0.63,Premium,H,VS1,61.7,59.0,1996,5.53,5.49,3.4
19215,0.9,Premium,D,SI1,62.8,59.0,3997,6.1,6.06,3.82
19216,0.52,Very Good,E,SI2,62.9,56.0,1200,5.08,5.12,3.21
19217,1.28,Good,H,SI2,56.8,62.0,4086,7.22,7.16,4.08
19218,0.5,Very Good,F,VVS2,62.8,55.0,2153,5.0,5.13,3.18
19219,1.0,Very Good,F,SI1,62.8,59.0,4851,6.32,6.36,3.98
19220,0.33,Ideal,G,VVS2,60.1,57.0,752,4.48,4.51,2.7
19221,0.71,Very Good,E,VS2,63.7,58.0,2922,5.6,5.64,3.58
19222,0.51,Ideal,F,VS1,61.9,56.0,1836,5.17,5.11,3.18
19223,0.41,Ideal,G,VVS1,62.4,53.0,1068,4.79,4.8,2.99
19224,0.43,Ideal,H,SI1,61.6,55.0,919,4.9,4.87,3.01
19225,0.9,Good,G,IF,61.8,61.0,5855,6.12,6.17,3.8
19226,1.6,Premium,F,SI2,60.5,60.0,8530,7.55,7.52,4.56
19227,1.11,Ideal,H,SI1,61.6,56.0,5358,6.65,6.69,4.11
19228,1.03,Ideal,D,IF,62.0,56.0,17590,6.55,6.44,4.03
19229,1.0,Premium,D,VS1,61.9,55.0,8333,6.4,6.36,3.95
19230,0.31,Good,H,VVS1,63.7,56.0,612,4.3,4.33,2.75
19231,0.36,Ideal,F,VS1,61.9,56.0,789,4.56,4.59,2.83
19232,0.68,Good,J,VS1,61.6,65.0,1341,5.63,5.57,3.45
19233,0.49,Premium,G,SI1,62.5,58.0,1026,5.03,4.98,3.13
19234,0.72,Ideal,D,VS2,62.7,56.0,3219,5.65,5.71,3.56
19235,0.52,Ideal,D,SI1,62.7,56.0,1720,5.17,5.14,3.23
19236,0.52,Very Good,E,VS2,63.3,56.0,1670,5.12,5.08,3.23
19237,0.43,Ideal,G,VVS1,60.5,57.0,1264,4.92,4.86,2.96
19238,1.03,Premium,F,SI2,60.2,55.0,3974,6.59,6.53,3.95
19239,0.47,Good,E,VS2,58.4,60.3,1294,5.08,5.17,3.0
19240,0.31,Ideal,D,VS2,62.5,56.0,734,4.34,4.36,2.72
19241,0.66,Ideal,H,SI1,62.4,58.0,1609,5.53,5.56,3.46
19242,1.22,Very Good,I,VS2,59.6,58.0,6419,6.95,6.98,4.15
19243,0.4,Premium,E,SI2,61.4,59.0,855,4.75,4.7,2.9
19244,0.71,Premium,G,SI1,62.8,61.0,2215,5.64,5.59,3.53
19245,1.2,Good,G,SI1,63.5,60.0,4828,6.68,6.74,4.26
19246,1.15,Premium,G,VVS1,60.8,58.0,8863,6.74,6.77,4.11
19247,0.32,Ideal,H,IF,61.6,55.0,814,4.41,4.42,2.72
19248,0.37,Premium,E,VVS2,60.9,59.0,844,4.61,4.65,2.82
19249,0.32,Ideal,F,VS2,61.9,57.0,688,4.36,4.37,2.71
19250,0.95,Premium,G,SI2,59.7,61.0,3830,6.35,6.27,3.77
19251,1.24,Ideal,I,SI2,61.8,58.0,5866,6.85,6.9,4.25
19252,1.07,Premium,G,VS2,62.1,58.0,6355,6.55,6.59,4.08
19253,0.36,Premium,F,VS1,61.3,57.0,1013,4.58,4.56,2.8
19254,1.06,Ideal,D,SI1,62.6,56.0,6426,6.49,6.52,4.07
19255,0.73,Ideal,D,VS2,60.7,57.0,4134,5.84,5.88,3.55
19256,0.53,Very Good,H,SI1,61.7,55.0,1189,5.2,5.24,3.22
19257,0.54,Premium,I,VVS1,60.8,61.0,1637,5.28,5.22,3.19
19258,1.02,Very Good,J,SI1,63.1,60.0,3879,6.35,6.4,4.02
19259,0.57,Ideal,G,SI1,62.0,55.0,1662,5.35,5.32,3.31
19260,0.58,Good,E,VS2,63.1,56.0,1758,5.26,5.33,3.34
19261,1.0,Premium,E,SI1,62.8,59.0,4805,6.4,6.3,3.99
19262,1.16,Good,J,VVS2,61.6,57.0,5831,6.79,6.85,4.2
19263,1.03,Ideal,H,SI1,59.8,57.0,5018,6.64,6.57,3.95
19264,1.53,Premium,H,VS2,59.8,58.0,10224,7.49,7.52,4.49
19265,1.07,Very Good,G,VS1,62.8,58.0,7168,6.48,6.52,4.08
19266,0.42,Ideal,G,VVS2,62.2,56.0,1031,4.77,4.81,2.98
19267,0.31,Ideal,E,VS2,61.7,55.0,872,4.36,4.33,2.68
19268,0.91,Very Good,I,SI1,62.8,57.0,3703,6.09,6.18,3.85
19269,0.44,Premium,E,VS2,62.3,59.0,1003,4.81,4.91,3.03
19270,1.2,Good,J,VS2,63.7,56.0,5053,6.67,6.62,4.23
19271,0.32,Ideal,E,VS1,61.6,57.0,758,4.35,4.39,2.69
19272,1.66,Premium,J,VVS2,62.6,59.0,10062,7.58,7.54,4.73
19273,0.32,Ideal,E,VS2,61.4,56.0,702,4.4,4.43,2.71
19274,0.72,Ideal,D,SI1,61.9,55.0,2954,5.75,5.78,3.57
19275,0.33,Very Good,D,VS2,60.0,62.0,778,4.47,4.49,2.69
19276,1.02,Good,G,VS2,63.2,57.0,6058,6.38,6.41,4.04
19277,0.27,Very Good,G,VS2,61.5,57.0,439,4.18,4.22,2.58
19278,0.32,Premium,G,VVS2,62.0,55.0,936,4.42,4.39,2.73
19279,0.34,Premium,I,VS1,59.5,59.0,537,4.55,4.59,2.72
19280,0.52,Ideal,E,VS2,61.5,56.0,1767,5.17,5.14,3.17
19281,0.24,Very Good,D,VS2,61.4,60.0,373,3.98,4.0,2.45
19282,0.34,Ideal,F,VS2,62.6,54.0,880,4.48,4.46,2.8
19283,0.4,Ideal,H,SI2,61.9,58.0,596,4.71,4.73,2.92
19284,0.35,Ideal,I,IF,62.5,55.0,737,4.52,4.54,2.83
19285,0.6,Ideal,G,VS2,62.1,57.0,1746,5.43,5.36,3.35
19286,0.39,Very Good,J,VVS1,57.8,59.0,767,4.85,4.9,2.82
19287,1.21,Premium,G,VS2,62.2,58.0,7996,6.85,6.81,4.25
19288,1.09,Very Good,J,VVS1,63.9,56.0,5588,6.47,6.51,4.15
19289,0.4,Very Good,F,VS1,62.2,57.6,1089,4.74,4.76,2.96
19290,1.74,Premium,G,VS1,62.4,58.0,17904,7.71,7.61,4.78
19291,1.53,Premium,J,VS1,62.8,59.0,8205,7.34,7.31,4.6
19292,0.91,Fair,G,VS2,64.9,54.0,4860,6.04,6.08,3.93
19293,0.58,Ideal,I,VVS1,62.1,56.0,1805,5.34,5.32,3.31
19294,0.62,Ideal,F,VS1,61.9,55.0,2344,5.46,5.19,3.39
19295,0.38,Ideal,F,VVS2,61.0,57.0,1117,4.69,4.72,2.87
19296,0.73,Very Good,F,VS2,58.9,60.0,2503,5.9,5.81,3.45
19297,1.11,Ideal,E,SI1,61.1,57.0,6800,6.64,6.72,4.08
19298,2.04,Ideal,G,SI1,61.9,58.0,18153,8.12,8.16,5.04
19299,1.0,Ideal,F,VS1,61.7,55.0,7056,6.42,6.39,3.95
19300,0.57,Ideal,E,SI1,62.2,57.0,1613,5.33,5.31,3.31
19301,1.0,Fair,H,SI2,66.5,62.0,3248,6.19,6.1,4.09
19302,0.31,Premium,H,VVS1,61.8,59.0,786,4.36,4.32,2.68
19303,0.71,Very Good,E,SI1,63.5,57.0,2685,5.63,5.68,3.59
19304,0.9,Very Good,G,VS1,61.5,56.0,5148,6.2,6.23,3.82
19305,1.34,Premium,G,SI2,61.7,58.0,6583,7.1,7.04,4.36
19306,2.02,Very Good,E,SI1,59.8,59.0,18731,8.11,8.2,4.88
19307,0.32,Ideal,G,VS1,60.7,56.0,602,4.43,4.46,2.7
19308,0.37,Ideal,D,VS2,61.6,56.0,1124,4.63,4.59,2.84
19309,1.14,Very Good,I,VS2,62.5,59.0,4785,6.63,6.66,4.15
19310,1.02,Very Good,H,SI1,58.4,62.0,4518,6.55,6.61,3.84
19311,0.73,Ideal,F,SI2,62.1,56.0,2712,5.8,5.76,3.59
19312,0.58,Good,E,VS1,61.5,61.9,2041,5.3,5.34,3.27
19313,0.59,Very Good,H,VS2,61.8,56.0,1552,5.37,5.41,3.33
19314,0.55,Ideal,D,SI2,61.3,57.0,1272,5.23,5.28,3.22
19315,1.18,Ideal,I,VS1,62.6,55.3,6541,6.73,6.79,4.24
19316,1.11,Premium,H,SI1,58.4,60.0,4842,6.87,6.83,4.0
19317,0.3,Premium,H,VS1,62.1,59.0,491,4.25,4.28,2.65
19318,1.41,Good,F,SI1,63.7,58.0,8212,7.06,7.01,4.48
19319,0.34,Ideal,G,VVS1,62.5,53.0,956,4.49,4.47,2.8
19320,0.74,Fair,F,VS2,64.6,55.0,2596,5.74,5.66,3.68
19321,0.9,Good,D,SI2,64.0,59.0,4078,6.04,6.09,3.88
19322,1.52,Very Good,D,SI1,60.6,57.8,14295,7.4,7.46,4.51
19323,0.74,Premium,D,VS2,59.3,60.0,3353,5.89,5.91,3.5
19324,0.45,Ideal,G,VVS2,61.8,57.0,1181,4.94,4.9,3.04
19325,0.28,Ideal,G,SI1,61.2,54.0,455,4.22,4.27,2.6
19326,1.01,Very Good,G,VS2,62.8,58.0,5119,6.35,6.42,4.01
19327,1.26,Ideal,H,SI2,62.0,55.0,6239,6.9,6.97,4.29
19328,0.33,Premium,I,VVS2,62.2,59.0,743,4.47,4.41,2.76
19329,0.43,Ideal,I,SI1,62.2,54.0,670,4.84,4.87,3.02
19330,0.73,Ideal,H,VS1,61.9,55.0,2919,5.79,5.76,3.58
19331,0.37,Good,D,SI1,63.7,55.0,874,4.59,4.55,2.91
19332,0.7,Very Good,E,SI1,63.2,57.0,2617,5.6,5.67,3.56
19333,1.26,Very Good,G,SI1,63.3,58.0,7910,6.88,6.84,4.34
19334,0.36,Ideal,F,VVS1,61.5,54.0,1021,4.59,4.62,2.83
19335,0.51,Ideal,E,VS1,60.9,56.0,1759,5.16,5.22,3.16
19336,1.83,Premium,G,VS2,60.5,59.0,18525,7.99,7.89,4.8
19337,0.4,Ideal,D,VVS1,61.1,56.0,1665,4.77,4.82,2.93
19338,0.47,Premium,E,SI1,60.2,61.0,1087,5.05,4.96,3.02
19339,1.75,Ideal,J,VS2,62.1,57.0,9663,7.71,7.66,4.77
19340,2.01,Premium,H,VS2,61.1,61.0,15908,8.14,8.09,4.96
19341,0.54,Very Good,J,SI1,61.3,55.0,1080,5.23,5.28,3.22
19342,1.23,Premium,G,SI1,62.4,55.0,6750,6.89,6.83,4.28
19343,1.5,Premium,D,SI1,62.4,58.0,12179,7.31,7.27,4.55
19344,0.58,Ideal,F,VVS2,61.9,56.0,2401,5.38,5.35,3.32
19345,0.46,Ideal,F,SI1,62.5,56.0,1018,4.94,4.92,3.08
19346,2.02,Ideal,H,SI1,61.7,57.0,17882,8.14,8.08,5.0
19347,0.41,Very Good,D,VS2,62.1,56.0,738,4.76,4.77,2.96
19348,0.77,Good,D,VS2,63.1,57.0,3489,5.83,5.86,3.69
19349,0.4,Premium,J,VS2,60.9,62.0,765,4.76,4.73,2.89
19350,0.3,Ideal,H,IF,61.2,56.0,764,4.36,4.37,2.67
19351,1.06,Premium,G,SI1,62.2,57.0,5113,6.53,6.47,4.04
19352,1.01,Premium,F,VS2,59.2,60.0,6416,6.51,6.54,3.86
19353,0.3,Ideal,D,VS1,62.2,56.0,651,4.27,4.31,2.67
19354,1.0,Ideal,E,SI1,61.7,55.0,5938,6.44,6.49,3.99
19355,1.24,Ideal,G,VS1,61.9,54.0,8584,6.89,6.92,4.27
19356,0.57,Ideal,D,VVS1,61.6,56.0,3126,5.33,5.35,3.29
19357,0.7,Very Good,G,SI2,63.2,57.0,2117,5.7,5.66,3.59
19358,1.18,Premium,G,VVS2,61.6,58.0,9137,6.77,6.8,4.18
19359,0.74,Ideal,D,VS2,61.1,54.0,3177,5.86,5.89,3.59
19360,1.41,Premium,D,SI2,61.1,56.0,6988,7.19,7.15,4.38
19361,0.7,Premium,F,VVS1,61.9,60.0,3587,5.68,5.63,3.5
19362,0.74,Good,E,VS1,63.4,55.0,3416,5.76,5.78,3.66
19363,0.56,Ideal,I,VS2,62.1,54.0,1237,5.3,5.33,3.3
19364,0.51,Ideal,D,VVS2,61.7,56.0,2742,5.16,5.14,3.18
19365,1.04,Very Good,J,SI2,63.5,59.0,3810,6.37,6.42,4.06
19366,0.9,Very Good,H,VVS2,62.4,58.0,4740,6.12,6.15,3.83
19367,0.32,Good,D,SI1,63.3,57.0,589,4.36,4.39,2.77
19368,0.31,Ideal,G,VS1,62.7,57.0,542,4.31,4.34,2.71
19369,0.9,Premium,H,VS2,61.8,58.0,4155,6.12,6.17,3.8
19370,1.54,Very Good,I,SI2,60.1,61.0,7589,7.41,7.46,4.47
19371,0.74,Very Good,G,SI1,63.5,60.0,2468,5.73,5.68,3.62
19372,1.04,Very Good,E,SI1,60.8,60.0,5231,6.49,6.56,3.97
19373,0.73,Ideal,E,SI2,62.8,55.0,2431,5.73,5.76,3.61
19374,0.41,Very Good,D,SI1,62.9,58.0,791,4.7,4.75,2.97
19375,0.3,Ideal,E,VVS2,62.3,57.0,766,4.29,4.32,2.68
19376,0.7,Premium,H,VS1,62.3,59.0,2293,5.71,5.66,3.54
19377,0.37,Very Good,G,VS1,63.1,56.0,957,4.59,4.57,2.89
19378,0.54,Very Good,F,VVS2,63.2,54.0,2115,5.2,5.18,3.28
19379,0.6,Very Good,F,SI1,60.3,59.0,1670,5.42,5.5,3.29
19380,0.34,Ideal,G,IF,61.6,56.0,1014,4.48,4.51,2.77
19381,0.5,Very Good,E,VS1,60.0,60.0,1806,5.13,5.2,3.1
19382,0.86,Premium,F,SI2,61.8,58.0,2980,6.12,6.15,3.79
19383,1.04,Very Good,H,VS2,60.4,56.0,5738,6.55,6.59,3.97
19384,0.32,Very Good,E,SI1,59.9,57.0,584,4.47,4.49,2.68
19385,0.4,Ideal,D,VS2,61.6,57.0,1050,4.77,4.71,2.92
19386,0.94,Fair,H,SI2,66.0,50.1,3353,6.13,6.17,4.06
19387,1.21,Good,G,VS2,63.8,56.0,8099,6.74,6.67,4.28
19388,0.53,Ideal,H,VS2,62.5,56.0,1412,5.19,5.15,3.23
19389,0.32,Good,E,VS2,64.1,54.0,658,4.32,4.36,2.78
19390,0.42,Premium,D,SI1,62.8,58.0,1040,4.79,4.76,3.0
19391,0.73,Premium,G,SI1,60.8,58.0,2163,5.82,5.85,3.55
19392,0.54,Very Good,F,VS1,60.0,59.0,1653,5.26,5.32,3.17
19393,1.26,Ideal,G,VVS2,60.7,56.0,10556,7.05,7.03,4.27
19394,0.31,Premium,G,VS2,61.5,59.0,698,4.35,4.33,2.67
19395,1.2,Very Good,H,SI1,62.4,57.0,5868,6.76,6.8,4.23
19396,1.2,Ideal,G,SI2,62.2,56.0,5385,6.74,6.84,4.22
19397,3.01,Good,I,SI2,63.9,60.0,18242,9.06,9.01,5.77
19398,0.4,Ideal,G,IF,61.8,55.0,1239,4.75,4.79,2.95
19399,0.73,Premium,H,SI1,62.2,57.0,2107,5.8,5.77,3.6
19400,1.5,Premium,G,SI1,61.2,58.0,9645,7.34,7.44,4.52
19401,1.31,Premium,H,SI2,61.4,60.0,6236,7.04,7.0,4.31
19402,1.21,Premium,D,SI2,62.5,57.0,6505,6.79,6.71,4.22
19403,0.56,Ideal,F,VS2,62.0,56.0,1664,5.27,5.31,3.28
19404,0.7,Very Good,G,VS2,59.6,60.0,2501,5.71,5.8,3.43
19405,0.53,Ideal,G,VS1,62.6,54.0,1721,5.16,5.19,3.24
19406,0.93,Very Good,H,VS2,62.8,59.0,4351,6.13,6.16,3.86
19407,0.32,Ideal,D,VVS1,61.0,57.0,1064,4.45,4.43,2.71
19408,0.32,Ideal,D,VS2,62.7,57.0,758,4.4,4.44,2.77
19409,1.51,Good,H,SI2,62.8,60.0,7929,7.22,7.26,4.55
19410,1.27,Premium,E,VS2,61.2,59.0,9086,7.02,6.97,4.28
19411,1.17,Ideal,D,SI2,62.5,56.0,5412,6.77,6.7,4.21
19412,0.72,Fair,G,I1,65.1,57.0,1147,5.65,5.55,3.65
19413,0.31,Good,I,VS1,63.8,56.0,628,4.32,4.27,2.74
19414,0.32,Ideal,D,SI1,59.6,57.0,756,4.47,4.42,2.65
19415,0.75,Premium,G,SI2,61.0,58.0,2216,5.9,5.94,3.61
19416,1.28,Ideal,G,VS1,62.7,53.0,9372,6.94,6.97,4.36
19417,1.11,Good,H,SI2,63.5,60.3,4456,6.49,6.58,4.15
19418,1.01,Good,D,SI2,64.5,58.0,4606,6.18,6.26,4.01
19419,0.38,Ideal,D,VVS2,59.7,62.0,1096,4.71,4.74,2.82
19420,0.31,Very Good,E,SI1,63.4,55.0,698,4.33,4.31,2.74
19421,0.9,Very Good,F,SI1,63.0,60.0,4232,6.09,6.13,3.85
19422,0.31,Ideal,H,VS1,61.3,55.0,717,4.36,4.41,2.69
19423,0.7,Very Good,E,SI2,60.1,56.0,2290,5.76,5.79,3.47
19424,1.59,Ideal,G,VVS2,60.6,59.0,15843,7.53,7.59,4.58
19425,0.31,Ideal,I,VVS1,61.2,55.6,536,4.33,4.38,2.67
19426,1.2,Very Good,J,SI2,61.2,58.0,4523,6.77,6.82,4.16
19427,0.4,Ideal,F,VVS1,61.7,57.0,1128,4.72,4.75,2.92
19428,1.2,Ideal,D,SI1,62.7,55.0,7761,6.71,6.79,4.23
19429,0.3,Ideal,E,VS2,61.5,55.0,844,4.31,4.28,2.64
19430,0.32,Ideal,E,VS2,62.0,55.0,900,4.38,4.36,2.71
19431,1.0,Ideal,I,VS1,60.4,55.0,5385,6.49,6.52,3.93
19432,0.32,Ideal,E,VS1,61.9,56.0,707,4.42,4.47,2.75
19433,0.81,Very Good,G,SI1,60.7,56.0,2733,6.06,6.09,3.69
19434,1.02,Very Good,H,SI2,63.4,63.0,3713,6.36,6.32,4.02
19435,0.23,Very Good,E,VS2,60.5,58.0,402,3.92,3.95,2.38
19436,1.01,Good,D,VS2,63.1,60.0,6999,6.35,6.39,4.02
19437,0.41,Ideal,J,VS2,62.4,55.0,613,4.75,4.77,2.97
19438,0.4,Very Good,G,VS1,60.8,59.0,791,4.75,4.83,2.91
19439,0.58,Ideal,E,VS1,61.8,57.0,2046,5.33,5.35,3.3
19440,1.25,Premium,I,SI1,62.5,59.0,5250,6.89,6.81,4.28
19441,1.01,Very Good,E,VS2,62.9,57.0,6552,6.34,6.42,4.01
19442,0.43,Very Good,G,SI1,62.7,56.0,754,4.8,4.83,3.02
19443,1.29,Ideal,G,VS2,61.3,57.0,9243,6.99,7.07,4.31
19444,0.52,Ideal,D,VS2,60.3,56.0,1677,5.24,5.27,3.17
19445,0.77,Premium,G,SI2,61.9,59.0,2391,5.88,5.84,3.63
19446,0.3,Ideal,G,IF,62.1,55.0,956,4.35,4.31,2.69
19447,0.8,Ideal,E,VS2,62.2,57.0,3584,5.98,5.95,3.71
19448,0.34,Premium,G,VS2,62.0,59.0,765,4.47,4.43,2.76
19449,0.32,Very Good,F,VVS1,61.9,59.0,926,4.34,4.39,2.7
19450,0.32,Ideal,G,VS1,61.3,55.0,828,4.46,4.42,2.72
19451,0.41,Ideal,G,VS1,60.8,57.0,899,4.8,4.84,2.93
19452,0.58,Ideal,E,VS2,61.8,57.0,1903,5.32,5.36,3.3
19453,1.06,Ideal,I,SI2,61.9,59.0,4103,6.47,6.52,4.02
19454,1.21,Very Good,G,SI2,59.6,60.0,5556,6.92,6.94,4.13
19455,1.1,Very Good,F,VVS1,62.2,59.0,10329,6.56,6.69,4.12
19456,0.58,Ideal,G,VVS1,61.5,55.0,2772,5.39,5.44,3.33
19457,0.43,Very Good,G,SI2,61.3,56.2,729,4.87,4.89,2.99
19458,0.38,Very Good,D,VS2,61.6,59.0,933,4.62,4.66,2.86
19459,0.31,Premium,E,SI1,59.2,60.0,544,4.36,4.42,2.6
19460,0.24,Ideal,F,VVS2,62.6,57.0,552,3.93,3.96,2.47
19461,1.09,Premium,F,SI1,62.7,58.0,5287,6.51,6.56,4.1
19462,1.13,Premium,H,SI2,61.1,59.0,4619,6.73,6.65,4.09
19463,0.3,Ideal,E,VVS2,60.7,57.0,622,4.36,4.41,2.66
19464,0.31,Ideal,G,VS2,62.2,56.0,544,4.31,4.34,2.69
19465,0.38,Very Good,E,SI2,61.6,57.0,633,4.61,4.65,2.85
19466,0.53,Very Good,F,SI2,60.5,60.0,1132,5.19,5.23,3.15
19467,0.27,Very Good,E,VVS2,62.0,60.0,552,4.15,4.17,2.58
19468,1.11,Premium,I,I1,61.8,59.0,3183,6.65,6.58,4.09
19469,0.34,Very Good,E,SI1,63.5,55.0,714,4.47,4.44,2.83
19470,0.33,Ideal,D,SI1,62.4,54.0,608,4.41,4.44,2.76
19471,0.23,Very Good,E,VVS2,61.8,59.0,465,3.92,3.95,2.43
19472,0.57,Ideal,D,SI2,61.9,56.0,1359,5.3,5.34,3.3
19473,0.33,Very Good,F,IF,58.7,55.0,897,4.56,4.6,2.69
19474,2.14,Fair,H,I1,66.4,56.0,6328,8.0,7.92,5.29
19475,1.5,Premium,E,SI2,62.7,59.0,8316,7.3,7.22,4.55
19476,0.54,Ideal,E,VS2,61.3,55.0,1613,5.24,5.26,3.22
19477,0.3,Premium,D,VS1,61.6,57.0,979,4.33,4.3,2.66
19478,1.21,Premium,H,IF,62.2,58.0,8446,6.83,6.8,4.24
19479,0.76,Good,G,SI1,57.7,63.0,2425,5.97,6.05,3.47
19480,1.58,Ideal,I,SI1,62.6,56.0,9176,7.45,7.51,4.68
19481,0.71,Very Good,G,SI1,63.3,57.0,2482,5.65,5.6,3.56
19482,0.73,Very Good,H,VS1,61.4,58.0,2557,5.75,5.85,3.56
19483,1.2,Premium,G,SI2,62.8,62.0,4387,6.69,6.65,4.19
19484,2.01,Good,G,SI1,63.9,60.0,17804,7.81,7.75,4.97
19485,1.09,Very Good,F,IF,61.1,58.0,10663,6.63,6.69,4.07
19486,1.27,Premium,G,SI2,62.4,56.0,4353,6.93,6.88,4.32
19487,1.2,Ideal,G,SI1,61.6,57.0,7372,6.85,6.88,4.23
19488,0.52,Ideal,G,VS1,62.3,55.0,1815,5.16,5.14,3.21
19489,0.31,Ideal,D,VS2,62.1,54.0,942,4.37,4.33,2.7
19490,0.44,Premium,G,VS2,60.6,58.0,1063,4.96,4.9,2.99
19491,1.57,Very Good,H,SI1,62.0,60.0,10200,7.4,7.44,4.6
19492,2.01,Premium,G,SI2,59.4,58.0,15562,8.19,8.15,4.85
19493,0.3,Ideal,E,VVS1,61.4,56.0,956,4.37,4.33,2.67
19494,1.01,Ideal,E,SI2,62.8,57.0,4434,6.38,6.35,4.0
19495,0.3,Very Good,E,VVS2,61.4,60.0,789,4.25,4.28,2.62
19496,0.36,Ideal,D,VS2,60.6,57.0,1094,4.61,4.57,2.78
19497,0.31,Ideal,D,SI2,62.1,57.0,593,4.34,4.32,2.69
19498,0.28,Very Good,E,VS1,62.2,59.0,428,4.19,4.23,2.62
19499,2.01,Premium,G,SI2,60.1,60.0,17403,8.25,8.18,4.94
19500,1.27,Premium,I,SI1,60.9,59.0,5690,6.99,6.94,4.24
19501,0.43,Ideal,H,VS1,61.2,55.0,1329,4.87,4.9,2.99
19502,0.32,Ideal,F,VS2,61.5,55.0,828,4.42,4.4,2.71
19503,0.34,Ideal,F,VS2,61.0,57.0,880,4.5,4.48,2.74
19504,0.7,Ideal,H,VS2,60.8,56.0,3656,5.74,5.77,3.5
19505,1.18,Good,E,SI2,63.6,57.0,4071,6.74,6.72,4.28
19506,0.91,Very Good,F,SI2,61.4,60.0,3726,6.13,6.16,3.77
19507,0.33,Very Good,H,IF,62.9,58.0,787,4.38,4.43,2.77
19508,1.01,Premium,G,SI2,62.4,58.0,4442,6.41,6.38,3.99
19509,1.02,Very Good,F,SI2,60.2,61.0,4162,6.48,6.52,3.91
19510,1.01,Good,E,SI1,63.4,60.0,5132,6.3,6.34,4.01
19511,2.1,Very Good,J,SI2,59.1,58.0,12381,8.4,8.46,4.98
19512,0.32,Good,F,VS2,63.4,57.0,645,4.32,4.36,2.75
19513,0.72,Premium,F,VS2,62.7,59.0,2607,5.75,5.71,3.59
19514,0.9,Good,I,IF,63.7,64.0,3734,6.02,6.07,3.85
19515,1.25,Premium,E,VS2,61.5,58.0,10640,6.98,6.91,4.27
19516,0.32,Ideal,G,VS2,59.8,57.0,720,4.46,4.43,2.66
19517,0.74,Fair,D,VVS2,65.4,53.0,4040,5.73,5.71,3.74
19518,0.9,Premium,F,SI2,61.5,59.0,3770,6.2,6.23,3.82
19519,0.31,Very Good,G,IF,61.7,54.0,924,4.33,4.36,2.68
19520,1.1,Premium,H,VS2,62.5,58.0,5729,6.59,6.54,4.1
19521,0.36,Ideal,E,VS1,62.0,56.0,852,4.57,4.59,2.84
19522,0.7,Ideal,E,VS2,62.8,57.0,2697,5.71,5.62,3.56
19523,0.54,Ideal,G,VS1,61.4,55.0,1868,5.26,5.3,3.24
19524,0.75,Very Good,E,VVS2,62.8,57.0,4005,5.74,5.78,3.62
19525,1.01,Good,D,SI1,62.9,57.0,4977,6.34,6.37,4.0
19526,0.31,Ideal,F,VVS1,62.1,54.0,840,4.37,4.39,2.72
19527,0.51,Ideal,D,VS2,61.0,57.0,1832,5.18,5.15,3.15
19528,0.26,Ideal,F,VS2,62.1,54.0,456,4.09,4.12,2.55
19529,0.34,Ideal,H,VVS1,61.6,53.0,751,4.5,4.52,2.78
19530,0.34,Ideal,E,SI2,62.0,56.0,477,4.45,4.48,2.77
19531,0.7,Very Good,F,VS2,62.3,61.0,2593,5.55,5.62,3.48
19532,2.0,Premium,D,SI2,61.6,59.0,17674,8.09,8.2,5.02
19533,1.04,Premium,G,SI2,60.9,58.0,4277,6.58,6.52,3.99
19534,1.2,Premium,E,SI1,62.5,56.0,6742,6.75,6.71,4.21
19535,0.4,Very Good,D,SI2,63.4,59.0,798,4.7,4.67,2.97
19536,0.41,Ideal,G,VS1,60.8,57.0,961,4.84,4.8,2.93
19537,0.5,Good,E,VS2,63.8,54.0,1752,5.05,5.07,3.23
